"","Teleological","MechanisticAgent","MechanisticLayout","NumCauses","Contrastive","SufficientDetail","Satisfying","Complete","Trust","EID","PID","type","SID","ExplanationNeed","ExplanationCuriosity","GenderAnnotator","AgeAnnotator","expPID","GenderExplainer","AgeExplainer"
"3120",5,5,5,2,TRUE,4,4,5,4,"657","6541615deae1c39165776e01","Mechanistic",10,5,"To understand what the self-driving car would do next.,To know what the self-driving car would have done if something had been different.","Male","25-34 years old","63d04a5f7878a7b80ffc1a23","Male","25-34 years old"
"3121",5,4,4,3,FALSE,1,4,3,3,"657","6413da91316cf1592bc4ba89","Mechanistic",10,3,"To know what the self-driving car would have done if something had been different.","Male","55-64 years old","63d04a5f7878a7b80ffc1a23","Male","25-34 years old"
"3122",2,2,3,0,FALSE,2,2,2,2,"657","610ec31b33de16c5167f3062","Mechanistic",10,3,"To know what the self-driving car would have done if something had been different.","Female","18-24 years old","63d04a5f7878a7b80ffc1a23","Male","25-34 years old"
"3123",2,4,3,1,FALSE,3,2,4,2,"657","63bca22d6fa8440663c937f1","Mechanistic",10,3,"To know that I understand the self-driving car correctly.,I was surprised by the self-driving car's actions and want to know what I missed.","Male","18-24 years old","63d04a5f7878a7b80ffc1a23","Male","25-34 years old"
"3124",3,2,3,1,FALSE,4,4,4,4,"657","643480e93c33701dfe923abd","Mechanistic",10,1,"To know what the self-driving car would have done if something had been different.","Female","45-54 years old","63d04a5f7878a7b80ffc1a23","Male","25-34 years old"
"3125",4,4,4,3,FALSE,4,4,4,4,"694","64727ea9591087aef21f3dcf","Counterfactual",10,5,"To know what the self-driving car would have done if something had been different.","Male","55-64 years old","5e441ce319a8840160a4ba48","Female","65+ years old"
"3126",5,1,1,0,TRUE,2,2,2,2,"694","6541615deae1c39165776e01","Counterfactual",10,5,"To understand what the self-driving car would do next.,To know what the self-driving car would have done if something had been different.","Male","25-34 years old","5e441ce319a8840160a4ba48","Female","65+ years old"
"3127",1,1,2,1,FALSE,2,4,3,1,"694","6413da91316cf1592bc4ba89","Counterfactual",10,3,"To know what the self-driving car would have done if something had been different.","Male","55-64 years old","5e441ce319a8840160a4ba48","Female","65+ years old"
"3128",5,4,4,2,TRUE,5,5,4,5,"694","63e51e55974365f1e43df265","Counterfactual",10,4,"To know why the self-driving car did not make some other decision.,I was surprised by the self-driving car's actions and want to know what I missed.","Male","18-24 years old","5e441ce319a8840160a4ba48","Female","65+ years old"
"3129",1,1,1,1,TRUE,1,1,1,2,"694","63c0841888a364c48a90e052","Counterfactual",10,2,"To know what the self-driving car would have done if something had been different.","Female","45-54 years old","5e441ce319a8840160a4ba48","Female","65+ years old"
"3130",3,5,5,1,FALSE,5,5,5,5,"216","646ba35d130e15db275a6546","Teleological",4,2,"To know that I understand the self-driving car correctly.,To know what the self-driving car would have done if something had been different.","Male","65+ years old","5dc1a56a648927000be0fca7","Female","55-64 years old"
"3131",5,4,3,1,FALSE,4,3,3,3,"216","5efc24acc8e96b1e45596223","Teleological",4,3,"To know what the self-driving car would have done if something had been different.","Male","25-34 years old","5dc1a56a648927000be0fca7","Female","55-64 years old"
"3132",3,4,4,1,FALSE,4,4,4,4,"216","6075ff702ca9dd94767cca11","Teleological",4,1,"To know that I understand the self-driving car correctly.","Male","35-44 years old","5dc1a56a648927000be0fca7","Female","55-64 years old"
"3133",5,5,5,1,FALSE,2,1,1,2,"216","5fd43da30be3161b9a3ec2d6","Teleological",4,2,"To know what the self-driving car would have done if something had been different.","Female","55-64 years old","5dc1a56a648927000be0fca7","Female","55-64 years old"
"3134",4,4,4,2,FALSE,4,4,4,4,"216","651eb3b307c488389d0bf9a0","Teleological",4,2,"To know that I understand the self-driving car correctly.,To know why the self-driving car did not make some other decision.,To know what the self-driving car would have done if something had been different.","Female","35-44 years old","5dc1a56a648927000be0fca7","Female","55-64 years old"
"3135",5,1,2,1,FALSE,5,5,5,5,"217","646ba35d130e15db275a6546","Teleological",4,2,"To know that I understand the self-driving car correctly.,To know what the self-driving car would have done if something had been different.","Male","65+ years old","63d04a5f7878a7b80ffc1a23","Male","25-34 years old"
"3136",1,1,1,0,FALSE,1,1,1,1,"217","5e6c057dbc9dab1ba2c5bac4","Teleological",4,1,"To know that I understand the self-driving car correctly.,To know why the self-driving car did not make some other decision.","Male","65+ years old","63d04a5f7878a7b80ffc1a23","Male","25-34 years old"
"3137",4,5,4,1,FALSE,3,2,2,2,"217","605fdb3d6e5f793b3e407d73","Teleological",4,1,"To know why the self-driving car did not make some other decision.,To know what the self-driving car would have done if something had been different.","Female","45-54 years old","63d04a5f7878a7b80ffc1a23","Male","25-34 years old"
"3138",5,2,2,1,FALSE,2,2,2,2,"217","645a0942d384b277754101c6","Teleological",4,5,"To understand what the self-driving car would do next.","Male","55-64 years old","63d04a5f7878a7b80ffc1a23","Male","25-34 years old"
"3139",5,1,1,1,FALSE,5,4,5,3,"217","651c1abbc73b6eea8fa97193","Teleological",4,5,"To know why the self-driving car did not make some other decision.,To know what the self-driving car would have done if something had been different.,I was surprised by the self-driving car's actions and want to know what I missed.","Female","65+ years old","63d04a5f7878a7b80ffc1a23","Male","25-34 years old"
"3140",5,1,5,2,FALSE,3,2,2,2,"221","646ba35d130e15db275a6546","Teleological",4,2,"To know that I understand the self-driving car correctly.,To know what the self-driving car would have done if something had been different.","Male","65+ years old","633b0a148c59e60d29652fda","Male","35-44 years old"
"3141",5,1,3,1,FALSE,2,1,2,1,"221","64d50885740e0dfefd52c6f8","Teleological",4,4,"I was surprised by the self-driving car's actions and want to know what I missed.","Female","45-54 years old","633b0a148c59e60d29652fda","Male","35-44 years old"
"3142",5,4,4,1,FALSE,4,4,3,3,"221","645a0942d384b277754101c6","Teleological",4,5,"To understand what the self-driving car would do next.","Male","55-64 years old","633b0a148c59e60d29652fda","Male","35-44 years old"
"3143",4,1,3,2,FALSE,2,2,2,2,"221","5c7b23486babcb000184f1f1","Teleological",4,1,"To know that I understand the self-driving car correctly.","Female","45-54 years old","633b0a148c59e60d29652fda","Male","35-44 years old"
"3144",5,2,5,2,TRUE,2,2,2,2,"221","646b776eca37542a899c1de5","Teleological",4,1,"To know that I understand the self-driving car correctly.","Female","55-64 years old","633b0a148c59e60d29652fda","Male","35-44 years old"
"3145",5,2,4,1,FALSE,5,5,5,3,"225","646ba35d130e15db275a6546","Teleological",4,2,"To know that I understand the self-driving car correctly.,To know what the self-driving car would have done if something had been different.","Male","65+ years old","6394e83b4be197877056c3bd","Female","55-64 years old"
"3146",4,2,2,1,FALSE,4,4,4,4,"225","5f5fa55d3aa555022fd411bc","Teleological",4,4,"To know that I understand the self-driving car correctly.,To understand what the self-driving car would do next.","Male","18-24 years old","6394e83b4be197877056c3bd","Female","55-64 years old"
"3147",4,4,4,1,FALSE,5,3,4,5,"225","5ff4bac1d92c4a412a2c19a2","Teleological",4,3,"To know that I understand the self-driving car correctly.","Female","18-24 years old","6394e83b4be197877056c3bd","Female","55-64 years old"
"3148",3,4,3,1,TRUE,3,4,3,4,"225","616cda4e2f5f884cdd46b2eb","Teleological",4,2,"To know what the self-driving car would have done if something had been different.","Male","25-34 years old","6394e83b4be197877056c3bd","Female","55-64 years old"
"3149",5,1,1,3,FALSE,1,1,1,3,"225","646b776eca37542a899c1de5","Teleological",4,1,"To know that I understand the self-driving car correctly.","Female","55-64 years old","6394e83b4be197877056c3bd","Female","55-64 years old"
"3150",5,4,3,1,FALSE,4,4,4,4,"231","646ba35d130e15db275a6546","Teleological",4,2,"To know that I understand the self-driving car correctly.,To know what the self-driving car would have done if something had been different.","Male","65+ years old","62b351e5ffccd9a25a047464","Female","25-34 years old"
"3151",2,4,3,1,TRUE,5,5,5,5,"231","603fa7d057d382087d66d1c2","Teleological",4,1,"To know that I understand the self-driving car correctly.","Female","25-34 years old","62b351e5ffccd9a25a047464","Female","25-34 years old"
"3152",4,3,2,1,TRUE,2,2,4,2,"231","5e1d70edd727e90dea42d137","Teleological",4,2,"To know that I understand the self-driving car correctly.,To know what the self-driving car would have done if something had been different.","Female","18-24 years old","62b351e5ffccd9a25a047464","Female","25-34 years old"
"3153",5,3,5,1,TRUE,4,3,2,3,"231","5c475608cae0ab000188cb6e","Teleological",4,5,"I was surprised by the self-driving car's actions and want to know what I missed.","Male","25-34 years old","62b351e5ffccd9a25a047464","Female","25-34 years old"
"3154",3,3,3,0,FALSE,5,4,4,3,"231","616cda4e2f5f884cdd46b2eb","Teleological",4,2,"To know what the self-driving car would have done if something had been different.","Male","25-34 years old","62b351e5ffccd9a25a047464","Female","25-34 years old"
"3155",4,5,2,1,FALSE,4,5,5,3,"233","646ba35d130e15db275a6546","Teleological",4,2,"To know that I understand the self-driving car correctly.,To know what the self-driving car would have done if something had been different.","Male","65+ years old","63f12fc6565fc10f6999d2da","Male","65+ years old"
"3156",4,5,5,1,FALSE,4,4,4,4,"233","605fdb3d6e5f793b3e407d73","Teleological",4,1,"To know why the self-driving car did not make some other decision.,To know what the self-driving car would have done if something had been different.","Female","45-54 years old","63f12fc6565fc10f6999d2da","Male","65+ years old"
"3157",3,5,2,1,FALSE,4,4,2,3,"233","645a0942d384b277754101c6","Teleological",4,5,"To understand what the self-driving car would do next.","Male","55-64 years old","63f12fc6565fc10f6999d2da","Male","65+ years old"
"3158",2,4,1,1,FALSE,2,3,2,3,"233","6075ff702ca9dd94767cca11","Teleological",4,1,"To know that I understand the self-driving car correctly.","Male","35-44 years old","63f12fc6565fc10f6999d2da","Male","65+ years old"
"3159",4,4,4,0,FALSE,3,4,3,5,"233","5ff4bac1d92c4a412a2c19a2","Teleological",4,3,"To know that I understand the self-driving car correctly.","Female","18-24 years old","63f12fc6565fc10f6999d2da","Male","65+ years old"
"3160",5,2,2,1,FALSE,4,4,4,4,"246","646ba35d130e15db275a6546","Mechanistic",4,2,"To know that I understand the self-driving car correctly.,To know what the self-driving car would have done if something had been different.","Male","65+ years old","633b0a148c59e60d29652fda","Male","35-44 years old"
"3161",5,1,4,1,FALSE,2,1,1,3,"246","64d50885740e0dfefd52c6f8","Mechanistic",4,4,"I was surprised by the self-driving car's actions and want to know what I missed.","Female","45-54 years old","633b0a148c59e60d29652fda","Male","35-44 years old"
"3162",5,1,1,2,FALSE,4,2,3,3,"246","652b45ca9fb27ba9325a99cd","Mechanistic",4,4,"To know what the self-driving car would have done if something had been different.","Female","18-24 years old","633b0a148c59e60d29652fda","Male","35-44 years old"
"3163",4,5,1,1,FALSE,5,4,5,3,"246","5c475608cae0ab000188cb6e","Mechanistic",4,5,"I was surprised by the self-driving car's actions and want to know what I missed.","Male","25-34 years old","633b0a148c59e60d29652fda","Male","35-44 years old"
"3164",4,2,3,1,FALSE,4,4,4,4,"246","651eb3b307c488389d0bf9a0","Mechanistic",4,2,"To know that I understand the self-driving car correctly.,To know why the self-driving car did not make some other decision.,To know what the self-driving car would have done if something had been different.","Female","35-44 years old","633b0a148c59e60d29652fda","Male","35-44 years old"
"3165",5,1,3,1,FALSE,5,4,4,3,"250","646ba35d130e15db275a6546","Mechanistic",4,2,"To know that I understand the self-driving car correctly.,To know what the self-driving car would have done if something had been different.","Male","65+ years old","6394e83b4be197877056c3bd","Female","55-64 years old"
"3166",4,2,2,1,FALSE,3,3,3,3,"250","5f5fa55d3aa555022fd411bc","Mechanistic",4,4,"To know that I understand the self-driving car correctly.,To understand what the self-driving car would do next.","Male","18-24 years old","6394e83b4be197877056c3bd","Female","55-64 years old"
"3167",3,4,3,1,FALSE,4,3,4,3,"250","5efc24acc8e96b1e45596223","Mechanistic",4,3,"To know what the self-driving car would have done if something had been different.","Male","25-34 years old","6394e83b4be197877056c3bd","Female","55-64 years old"
"3168",3,4,3,0,FALSE,3,4,4,4,"250","616cda4e2f5f884cdd46b2eb","Mechanistic",4,2,"To know what the self-driving car would have done if something had been different.","Male","25-34 years old","6394e83b4be197877056c3bd","Female","55-64 years old"
"3169",5,2,2,3,FALSE,1,1,1,1,"250","646b776eca37542a899c1de5","Mechanistic",4,1,"To know that I understand the self-driving car correctly.","Female","55-64 years old","6394e83b4be197877056c3bd","Female","55-64 years old"
"3170",4,5,4,0,TRUE,3,5,2,2,"266","646ba35d130e15db275a6546","Counterfactual",4,2,"To know that I understand the self-driving car correctly.,To know what the self-driving car would have done if something had been different.","Male","65+ years old","5ee925739ae9771465f5f713","Male","35-44 years old"
"3171",5,4,1,2,TRUE,3,4,3,3,"266","652b45ca9fb27ba9325a99cd","Counterfactual",4,4,"To know what the self-driving car would have done if something had been different.","Female","18-24 years old","5ee925739ae9771465f5f713","Male","35-44 years old"
"3172",1,4,1,0,TRUE,2,1,1,2,"266","6075ff702ca9dd94767cca11","Counterfactual",4,1,"To know that I understand the self-driving car correctly.","Male","35-44 years old","5ee925739ae9771465f5f713","Male","35-44 years old"
"3173",5,5,2,2,TRUE,1,1,1,4,"266","651c1abbc73b6eea8fa97193","Counterfactual",4,5,"To know why the self-driving car did not make some other decision.,To know what the self-driving car would have done if something had been different.,I was surprised by the self-driving car's actions and want to know what I missed.","Female","65+ years old","5ee925739ae9771465f5f713","Male","35-44 years old"
"3174",1,5,3,1,TRUE,4,4,2,3,"266","5928b6414a05920001393ecf","Counterfactual",4,3,"To know that I understand the self-driving car correctly.,To understand what the self-driving car would do next.,To know what the self-driving car would have done if something had been different.","Female","25-34 years old","5ee925739ae9771465f5f713","Male","35-44 years old"
"3175",4,2,2,0,TRUE,3,2,3,3,"271","646ba35d130e15db275a6546","Counterfactual",4,2,"To know that I understand the self-driving car correctly.,To know what the self-driving car would have done if something had been different.","Male","65+ years old","60ff4387de3f14b5f8d5aa0d","Female","25-34 years old"
